USER_ID,DAY_0,DAY_1,DAY_2,DAY_3,DAY_4,DAY_5,DAY_6,H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,H_12,H_13,H_14,H_15,H_16,H_17,H_18,H_19,H_20,H_21,H_22,H_23
0181835b-4193-44fe-97e2-cb791693567c,2.0,0.0,2.0,1.0,8.0,3.0,5.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0
018f9e74-458b-4782-8a92-5f95734ddcd7,2.0,11.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,3.0,3.0,5.0,2.0,4.0,0.0,0.0
0191fc3c-14f1-42b3-8064-b78bfbfa3dfc,3.0,6.0,4.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0
0194dfe8-af11-4dd0-80e4-c01a6134e176,7.0,2.0,0.0,12.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0
019ae1cb-4052-47cf-b190-daf00586529b,0.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01a29ba5-4c7d-4da7-aa56-59138d4a0859,9.0,7.0,9.0,13.0,10.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,2.0,3.0,3.0,14.0,10.0,7.0,2.0,4.0,0.0,1.0,0.0
01a88aa0-18b4-4b91-accb-81679a76a32e,24.0,30.0,21.0,12.0,13.0,26.0,29.0,5.0,7.0,2.0,1.0,0.0,10.0,1.0,0.0,5.0,21.0,5.0,12.0,19.0,5.0,10.0,4.0,6.0,6.0,10.0,11.0,5.0,3.0,2.0,5.0
01a9d4bb-0167-4dde-b444-818ff757318b,0.0,6.0,9.0,6.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,8.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
01ab82ab-ea7a-470a-94ba-4fc2b819eca9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01c38c16-33f1-49c9-bf57-4aa051c6d82a,2.0,5.0,12.0,8.0,8.0,12.0,10.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,11.0,0.0,10.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
01c94aec-28e8-42b9-b8cd-4e92766c2076,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
01cc004e-ea62-4e84-a53d-48d773d1ae74,16.0,11.0,12.0,6.0,10.0,6.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,8.0,0.0,2.0,2.0,0.0,16.0,6.0,1.0,7.0,6.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0
01d7f34c-1474-4d0d-94e3-e538dfcb2157,22.0,23.0,15.0,30.0,15.0,31.0,10.0,7.0,1.0,10.0,1.0,7.0,3.0,11.0,11.0,12.0,16.0,0.0,5.0,7.0,15.0,16.0,5.0,3.0,0.0,4.0,4.0,4.0,0.0,2.0,2.0
01f36078-07dc-40fa-9b3b-cf3a724b4847,0.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0
01f7c28e-7ed5-4dca-b76d-ed5c810d9bef,17.0,7.0,9.0,5.0,14.0,24.0,31.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,6.0,3.0,8.0,11.0,6.0,12.0,20.0,8.0,1.0,1.0,6.0,5.0,4.0,0.0
01f9a1fa-1d02-427a-bf9d-816909e7f677,0.0,5.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
01fb1ad9-57d4-4f84-aeae-b1c5ba330d31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
01fb7151-658c-4205-8709-9f68b2ce6e99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0206176a-1b03-4cae-9a34-cac71ead503a,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0
021a37cb-ea34-4f5f-b5db-b349b5b6ef9a,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
021f93d1-a2ff-4f33-a2b3-3f20f99cdf63,2.0,7.0,10.0,5.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,4.0,5.0,7.0,5.0,4.0,1.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0
0220e578-91db-4fcf-bbcf-de040fc0788d,7.0,4.0,3.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,6.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
0225460a-a10e-4210-8267-e016b3269440,10.0,22.0,15.0,20.0,15.0,20.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,6.0,11.0,7.0,4.0,12.0,10.0,6.0,11.0,3.0,6.0,7.0,3.0,10.0
0238733a-732b-4353-a463-20fc1868affd,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
023973e2-1eb7-409f-b9b8-35ce6a4cdb1d,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0242ade6-c25e-47be-b189-0a13d9e3a5ba,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
024320ea-0cfa-4ce9-8d44-ad9fbfaf29e4,6.0,18.0,7.0,8.0,11.0,5.0,14.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,2.0,7.0,0.0,5.0,0.0,1.0,6.0,2.0,4.0,6.0,5.0,0.0,6.0,3.0,2.0,0.0
02464a82-8908-453e-a807-88bfb6262303,7.0,9.0,4.0,3.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,0.0,0.0,6.0,2.0,10.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
02606903-13cd-4e5d-9352-9f3afa27bb8a,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0269e657-c32d-48b1-9443-e401c683a328,3.0,0.0,2.0,2.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,4.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0
027f437f-a0f3-46e5-9ce7-cc9793015644,2.0,0.0,0.0,11.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,1.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0
028d7411-f41c-4494-a2c2-d3b7c529a077,178.0,207.0,191.0,204.0,175.0,263.0,200.0,8.0,5.0,0.0,3.0,2.0,4.0,24.0,105.0,72.0,48.0,56.0,187.0,111.0,105.0,70.0,71.0,68.0,122.0,129.0,93.0,51.0,40.0,23.0,21.0
029407a3-60fd-43cd-8a68-aea7fce088ac,6.0,1.0,5.0,4.0,7.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,4.0,0.0,1.0,0.0
0299309f-d80a-402d-8c93-0dcfd19a0c2c,0.0,5.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
02a00b09-b29c-443e-a6a8-e03a1c0f0218,15.0,15.0,17.0,15.0,11.0,18.0,8.0,0.0,1.0,5.0,3.0,5.0,8.0,5.0,2.0,11.0,8.0,4.0,6.0,3.0,9.0,0.0,8.0,9.0,2.0,6.0,1.0,2.0,0.0,1.0,0.0
02a040d2-5ec9-4e1e-ae2d-e10d960a787a,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02aa804f-713c-4e52-b6b0-c2b53495b557,37.0,28.0,34.0,16.0,13.0,11.0,21.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,5.0,11.0,6.0,5.0,10.0,15.0,5.0,13.0,5.0,7.0,5.0,13.0,20.0,12.0,10.0,6.0,2.0
02ae5710-9c3e-41c2-80b4-463f4e40b1ad,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
02b81f50-5d3f-4741-b054-20ee028b20ac,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
